Subject_ID	Expected_error	Avg_Qual_Score	Length
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85924/ccs	0.1	41	1531
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85953/ccs	0.65	41	1471
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85956/ccs	0.42	41	1527
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86012/ccs	0.15	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86018/ccs	0.49	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86063/ccs	0.18	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86114/ccs	0.31	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86134/ccs	1	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86242/ccs	0.64	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86245/ccs	0.74	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86282/ccs	0.38	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86288/ccs	0.44	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86318/ccs	0.32	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86321/ccs	0.15	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86325/ccs	0.22	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86338/ccs	0.15	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86340/ccs	1	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86348/ccs	0.86	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86359/ccs	0.31	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86452/ccs	0.42	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86472/ccs	0.23	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86483/ccs	1.1	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86509/ccs	0.77	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86580/ccs	0.4	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86654/ccs	0.12	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86662/ccs	0.76	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86671/ccs	0.098	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86685/ccs	0.42	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86711/ccs	0.96	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86725/ccs	0.95	41	1483
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86740/ccs	0.37	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86757/ccs	0.54	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86775/ccs	0.79	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86810/ccs	0.87	41	1491
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86820/ccs	0.67	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86827/ccs	0.79	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86886/ccs	0.74	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86884/ccs	0.12	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86894/ccs	0.31	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86913/ccs	0.19	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86916/ccs	0.59	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86925/ccs	0.46	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86959/ccs	0.83	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/86997/ccs	0.16	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87022/ccs	0.38	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87028/ccs	0.25	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87059/ccs	0.36	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87084/ccs	0.48	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87130/ccs	1.1	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87148/ccs	0.11	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87156/ccs	1	41	1529
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87158/ccs	0.41	41	1476
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87169/ccs	0.5	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87210/ccs	0.99	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87213/ccs	0.16	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87225/ccs	0.096	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87241/ccs	0.88	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87261/ccs	0.098	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87359/ccs	0.27	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87424/ccs	0.77	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87268/ccs	0.44	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87253/ccs	0.29	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87417/ccs	0.55	41	1444
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87500/ccs	0.2	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87235/ccs	1	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87402/ccs	0.75	41	1490
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87240/ccs	0.098	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87544/ccs	0.19	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87340/ccs	0.33	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87277/ccs	0.12	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87524/ccs	0.72	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87522/ccs	0.13	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87549/ccs	0.095	42	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87553/ccs	0.3	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87578/ccs	0.47	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87597/ccs	0.58	41	1466
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87601/ccs	0.22	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87602/ccs	0.42	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87273/ccs	0.37	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87615/ccs	0.74	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87640/ccs	0.39	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87659/ccs	0.94	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87752/ccs	0.099	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87769/ccs	0.093	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87795/ccs	0.6	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87798/ccs	0.16	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87802/ccs	0.83	41	1531
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87806/ccs	0.68	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87814/ccs	0.98	41	1492
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87823/ccs	0.41	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87855/ccs	0.11	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87876/ccs	0.6	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87884/ccs	0.23	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87890/ccs	0.13	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87894/ccs	0.095	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87897/ccs	0.2	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87904/ccs	0.097	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87925/ccs	0.51	41	1490
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87936/ccs	0.6	41	1519
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87950/ccs	0.42	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87960/ccs	0.74	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87971/ccs	0.47	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/87992/ccs	0.24	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88001/ccs	0.59	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88045/ccs	0.52	41	1505
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88067/ccs	0.13	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88096/ccs	0.44	41	1426
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88111/ccs	0.62	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88135/ccs	1.3	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88152/ccs	0.63	41	1478
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88154/ccs	0.96	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88156/ccs	0.52	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88175/ccs	0.81	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88182/ccs	0.7	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88205/ccs	0.68	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88218/ccs	0.12	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88248/ccs	0.96	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88254/ccs	0.14	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88332/ccs	0.91	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88373/ccs	0.82	41	1460
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88394/ccs	0.1	41	1437
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88419/ccs	0.5	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88425/ccs	0.46	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88470/ccs	0.1	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88473/ccs	0.094	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88481/ccs	0.52	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88558/ccs	0.47	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88559/ccs	0.45	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88581/ccs	0.59	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88610/ccs	0.42	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88590/ccs	0.57	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88663/ccs	0.57	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88675/ccs	0.27	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88711/ccs	0.94	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88747/ccs	0.34	41	1492
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88756/ccs	0.59	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88772/ccs	0.8	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88774/ccs	0.093	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88775/ccs	0.55	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88780/ccs	0.26	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88787/ccs	1.1	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88845/ccs	0.85	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88866/ccs	0.67	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88874/ccs	0.18	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88902/ccs	0.22	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88928/ccs	0.52	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/88962/ccs	0.84	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89025/ccs	1	41	1519
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89046/ccs	0.91	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89060/ccs	1.2	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89062/ccs	0.33	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89090/ccs	0.68	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89094/ccs	0.87	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89107/ccs	0.49	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89124/ccs	0.75	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89128/ccs	0.71	41	1480
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89155/ccs	0.55	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89202/ccs	0.82	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89228/ccs	0.48	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89231/ccs	0.36	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89312/ccs	0.45	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89235/ccs	0.82	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89338/ccs	0.1	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89355/ccs	0.47	41	1444
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89371/ccs	0.094	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89387/ccs	0.33	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89392/ccs	0.32	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89426/ccs	0.39	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89433/ccs	0.11	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89435/ccs	0.19	41	1476
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89441/ccs	0.49	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89480/ccs	0.25	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89483/ccs	0.36	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89486/ccs	0.76	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89520/ccs	0.63	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89536/ccs	0.16	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89544/ccs	0.21	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89611/ccs	0.36	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89625/ccs	0.42	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89635/ccs	1	41	1467
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89700/ccs	0.38	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89709/ccs	0.55	41	1525
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89701/ccs	0.65	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89736/ccs	0.098	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89761/ccs	0.52	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89775/ccs	0.11	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89779/ccs	0.27	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89780/ccs	0.74	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89791/ccs	0.73	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89818/ccs	0.13	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89867/ccs	0.42	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89876/ccs	0.12	41	1521
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89979/ccs	0.38	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89981/ccs	1	41	1443
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/89997/ccs	0.83	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90001/ccs	0.63	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90006/ccs	0.098	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90010/ccs	0.4	41	1442
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90021/ccs	0.44	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90064/ccs	0.38	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90077/ccs	1.3	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90088/ccs	0.26	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90093/ccs	0.69	41	1424
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90097/ccs	0.46	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90130/ccs	0.72	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90141/ccs	0.29	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90162/ccs	0.25	41	1471
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90196/ccs	0.65	41	1505
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90224/ccs	0.51	41	1519
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90245/ccs	0.42	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90251/ccs	0.35	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90316/ccs	0.43	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90326/ccs	0.37	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90383/ccs	0.65	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90474/ccs	0.52	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90649/ccs	0.12	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90747/ccs	0.11	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90736/ccs	0.81	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90702/ccs	0.11	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/90586/ccs	0.13	41	1464
